,Season4
0,116.95158486554716
1,7.892455878234001
2,11.579147087468202
3,5.0623906281185755
4,46.24286467925119
5,0.6639189567170176
6,51.86373164986999
7,57.23315348059428
8,84.93492251150624
9,95.67569674187457
10,24.784105825810595
11,8.25797052539406
12,3.0526886525011796
13,0.5716337258108342
14,0.00011228237107682562
15,1.3424832387335
16,4.242496836025829
17,6.996978808591347
18,4.146134223663005
19,2.875308130081878
20,2.26190296115627
21,1.8368173898036906
22,1.5266471130862378
23,1.2966948876865814
24,1.1238859013506735
25,0.9923121880362636
26,0.8910527030427474
27,0.8123250434663555
28,0.7505931945695171
29,0.7018280042254457
30,0.6630306479146403
31,0.6320227021370236
32,0.6071151036152359
33,0.5870229661975709
34,0.5707698167408961
35,0.5575868625852605
36,0.5468859790542344
37,0.5381799400609507
38,0.5310956032694395
39,0.5253334237069134
40,0.5243150048251316
41,0.5188008051933576
42,0.5156397899218065
43,0.5130477335606409
44,0.5109549566867503
45,0.5092733590125432
46,0.5079298978061572
47,0.5068655296350121
48,0.5060373191158152
49,0.5053873990659571
50,0.5048937488457352
51,0.5045212469949125
52,0.5042626488126065
53,0.504096537713528
54,0.5039940935071213
55,0.5039556352960867
56,0.5039669382495828
57,0.5040208949324132
58,0.5041029542079736
59,0.5042064218879807
60,0.22711541753802092
61,0.2633461593982477
62,0.941878497205878
63,5.744961459859605
64,17.675641738719904
65,23.168048405842818
66,35.25217992564819
67,59.801698659992375
68,26.492558939507056
69,0.27761623266184765
70,0.536961752367797
71,0.33959204555652495
72,1.8888341934547448
73,2.0425154598929205
74,4.0629901272275175
75,8.378729118732457
76,10.52275324258804
77,7.186161248035596
78,1.0220992708934333
79,0.36983558795097
80,0.3173064124400346
81,0.279947713279018
82,0.00160897775722906
83,0.0005918688059625753
84,0.09505363046906184
85,0.11393240733042254
86,0.05176374092711024
87,0.5775541924232013
88,0.27867521837577053
89,1.4815076802483964
90,2.666587172377334
91,3.3561138866682647
92,1.638233704347338
93,1.0074013780172273
94,4.58940677657677
95,0.42324427790535746
96,0.667698109141396
97,2.890842432593389
98,0.8078293448504698
99,2.6244216436949577
100,0.2220653195147228
101,3.549796605574222
102,10.658333364824228
103,27.93718502336411
104,71.91612264796755
105,133.65317071498353
106,31.44000079834358
107,10.747252820768049
108,4.12161330785207
109,0.4489406036865564
110,0.01581333655294712
111,0.9189174911972819
112,3.9445750720884534
113,6.038076362607551
114,4.536341204453835
115,3.2259384517696423
116,2.420336291580774
117,1.9591195028593225
118,1.6252215133814671
119,1.3780523071828976
120,1.1925039484297406
121,1.0514367315469215
122,0.942942138828828
123,0.8586821434632319
124,0.7926467539453778
125,0.7405039997788804
126,0.6990549065201176
127,0.6659226215757736
128,0.639316441035773
129,0.6178594921679065
130,0.6005068528705391
131,0.5864450758410694
132,0.5750125287539528
133,0.5657217333240135
134,0.5581498119810349
135,0.5519881125182095
136,0.5469695072878896
137,0.5428946438871697
138,0.5395843279135567
139,0.5368926047548468
140,0.5347262163841028
141,0.532987785196556
142,0.5315952742139046
143,0.5304809996098623
144,0.5296156350550028
145,0.5289326808148144
146,0.5284245058720665
147,0.5280406150247401
148,0.527765284454127
149,0.5275845391292087
150,0.5274762021490971
151,0.5274333251712673
152,0.5274340830040138
153,0.5274857484008615
154,0.5275737821584197
155,0.5276760247774529
156,0.2067073953379462
157,0.2970097233554108
158,1.1223304470775641
159,7.227694458035979
160,18.20413173423035
161,26.29907122292418
162,36.6244546095422
163,60.80770553632931
164,91.27504211770096
165,108.63222580737792
166,6.47283067117908
167,2.8560291720400146
168,5.742957454030612
169,1.5511924362338982
170,4.038730973529226
171,4.502926017995962
172,10.298772431019776
173,35.28335156933197
174,14.915381962605062
175,30.720299291946485
176,17.676642194578147
177,75.52114325158179
178,70.32819001680927
179,3.3561519008831975
180,114.16723677655185
181,0.062291747010249206
182,309.624411795175
183,15.766348144532868
184,0.3355109104865969
185,46.622437521476094
186,13.705112707435633
187,20.248743910533353
188,5.650757653076042
189,2.0829225580916804
190,1.0607068969572868
191,0.6843811068459881
192,1.626517620868679
193,0.09937396972935263
194,1.288832700826315
195,6.380631787833348
196,10.068244545661575
197,429.22885704380053
198,23.13090315245678
199,44.77785979879125
200,102.17891775664833
201,71.33224878011401
202,24.312870494812945
203,10.849070753632782
204,2.2874278094221174
205,0.27483311304211366
206,0.07829077625324209
207,1.7242879095876091
208,6.38595019254309
209,7.140922078486601
210,5.136562291473853
211,3.625970628563393
212,2.765612796461029
213,2.2111758370905656
214,1.8185111860240533
215,1.5294621254844067
216,1.313653748657153
217,1.1503643051282175
218,1.0253230310584274
219,0.9285588732672083
220,0.8529726070900501
221,0.7934440400604504
222,0.7462384429513981
223,0.7085740690407047
224,0.6783782513773999
225,0.6540633256549081
226,0.634407729146847
227,0.6184927456974114
228,0.6055634223107352
229,0.5950527068060384
230,0.5864936399658706
231,0.5795259727616214
232,0.5738422112879055
233,0.5692274885292431
234,0.5654733676696807
235,0.5624216291967011
236,0.5599542601046646
237,0.5579780491106762
238,0.556378373673946
239,0.5551011161244215
240,0.5540932776990906
241,0.5533094352019954
242,0.5526973567961507
243,0.5522489623134038
244,0.551912331689325
245,0.5516799252199662
246,0.5515364496125854
247,0.5514599157095796
248,0.5514354390809787
249,0.5514623065464578
250,0.5515267109993437
251,0.5516283048598459
252,0.2398987054387202
253,0.18081146310797713
254,1.0202055396452372
255,6.4427013845657415
256,16.79702893144635
257,24.159519077681548
258,32.403041123224924
259,56.13303047599655
260,84.96494267394608
261,98.64778701652463
262,26.40872939419619
263,2.6241715826192027
264,0.4222310892129581
265,0.7824244094470134
266,0.8706861006755202
267,1.732387762200547
268,2.4501062096455914
269,6.815839967823298
270,0.6813735763412366
271,0.06217740324336592
272,0.08830474217432513
273,2.149065156711384
274,0.7612957403822908
275,1.6075734752286266
276,0.3806584283029834
277,0.06574453947616424
278,0.07861420199245694
279,2.2457289015950006
280,1.2719694555518866
281,1.7113574711060313
282,0.1279050419509157
283,0.3537889281988751
284,26.19558120307029
285,21.37259192701479
286,0.6287803396461618
287,4.564499669770108
288,0.87927034781344
289,0.47105171794729556
290,2.657887978935825
291,6.892088468897064
292,2.1554096707233974
293,0.0010874913154067982
294,2.5222010153386107
295,12.283413264712152
296,46.60384713901334
297,133.05348527521136
298,33.55157156867641
299,9.6530252626549
300,3.801169930954822
301,0.8361856326887435
302,0.017084424908458556
303,1.1469956568632846
304,3.9940933736448208
305,6.791377677675439
306,4.061587012400203
307,2.8545948311974154
308,2.277977314036049
309,1.875693206965955
310,1.5797087601801287
311,1.358566805211307
312,1.191135818911746
313,1.062861027716117
314,0.9635178711778747
315,0.885885813143532
316,0.8247050300229092
317,0.7761733502844915
318,0.7374389512464501
319,0.7063636182688023
320,0.6813382198577103
321,0.6611078743298177
322,0.644711854769875
323,0.6313874420318831
324,0.6205483642930841
325,0.6117338628783057
326,0.6045370799389777
327,0.5986823569120353
328,0.5978428645730121
329,0.5921637326821371
330,0.5889499913926771
331,0.5863118872426023
332,0.5841840028486109
333,0.5824798792705859
334,0.5811137040389807
335,0.5800309092411021
336,0.5791853435811635
337,0.5785376813913731
338,0.5780426433479966
339,0.5776844424801467
340,0.5774252676029186
341,0.5772646898335142
342,0.5771649924284269
343,0.5771417363695993
344,0.5771634000521944
345,0.5772234649811211
346,0.577321574841614
347,0.5774498433645656
348,0.2770904681974753
349,0.21484016889320812
350,0.8493538321972903
351,5.5161947820834705
352,17.282876543732037
353,22.732830899067586
354,34.726497511116854
355,59.12878391279673
356,89.69265966011008
357,68.5450216592238
358,0.9497921851311133
359,0.6473912875962435
360,2.126554790147331
361,0.6061594372712414
362,0.539938975447674
363,2.17660597848316
364,2.309071990432495
365,1.8622697161671042
366,0.06713110447729528
367,0.22621004132775208
368,4.939115852329552
369,2.5974561559797267
370,8.648553883684692e-05
371,10.311730793029186
372,43.573113245806304
373,2.1628688861232943
374,0.8609392900583813
375,3.0640719204727507
376,1.9951033143582346
377,0.05972200178075551
378,2.092241110514425
379,1.129982997083218
380,0.798268431219784
381,0.49827143545382624
382,0.21559486626957539
383,0.2220337004646231
384,0.3430630700525947
385,1.7891476821744299
386,1.053691505398082
387,1.2457115891170698
388,0.04391009521218503
389,4.248591998716557
390,29.680307111882254
391,89.80289813516356
392,127.47793835916372
393,72.94639470115791
394,28.832999289932232
395,9.032862723249947
396,3.2225896240153507
397,0.219248425058332
398,0.0023110230152420296
399,1.2284746620791094
400,4.481988083723911
401,6.622759587104399
402,4.990820802522199
403,3.571698958503697
404,2.6932630279366054
405,2.1854993774423974
406,1.8175616163287898
407,1.5449699457461983
408,1.3401580903750372
409,1.1842786082441037
410,1.064275813499624
411,0.9709787822682201
412,0.8978031937608837
413,0.8399614425334407
414,0.793934094350731
415,0.7571299657027322
416,0.7275241589364578
417,0.7036512240347521
418,0.6843246633150817
419,0.6686392419288896
420,0.6558877575583305
421,0.6455070664763564
422,0.6370518038140702
423,0.6301605625520877
424,0.6245550159044618
425,0.6199822037102736
426,0.6162659028572136
427,0.6132581144900847
428,0.6108201648720093
429,0.6088632331216507
430,0.6072832046723677
431,0.6060325908156168
432,0.6050476937298499
433,0.6042733783126154
434,0.6036859003905933
435,0.6032546183543035
436,0.6029319710934755
437,0.6027096887843078
438,0.6025888649639504
439,0.6025220913088762
440,0.6025097289641879
441,0.6025517762553388
442,0.602640095149948
443,0.6027521132501761
444,0.2546212832883676
445,0.24526264295787797
446,1.0209865843931432
447,6.970754514820001
448,17.80667283231715
449,25.8357331948067
450,36.090022305298326
451,60.12973182899191
452,90.45194192602276
453,46.86585009122023
454,0.5525245786945739
455,1.7765112027216055
456,0.7471496016495285
457,0.5746200889818707
458,3.306102705962182
459,2.320463691391177
460,3.92565721552367
461,2.082058068927613
462,1.556277149441435
463,0.929649031752623
464,1.7272924648943857
465,4.670057406237119
466,29.025287778727034
467,5.623356637772667
468,0.02821614038417349
469,1.5972202753525682
470,1.7686019338373653
471,0.4589283094716243
472,0.9834778540486229
473,7.779401916883589
474,9.574982818976967
475,9.273082775890192
476,3.6096091402464436
477,3.688743905637202
478,5.271954787505523
479,5.905285489896019
480,0.5159165493509724
481,0.12840225910954262
482,0.0014036397299493188
483,0.39174414602112784
484,2.7141661724792816
485,0.085539714132775
486,2.942643649194382
487,11.56222899455538
488,54.18520813710999
489,161.33311524444125
490,37.88439624010432
491,17.267268976049554
492,4.965495417922323
493,1.2289194549663058
494,0.03510604073060395
495,0.8929874390108354
496,5.014942375007028
497,6.001879990272011
498,4.40550172127049
499,3.1730923854469633
500,2.4812209433654564
501,2.035123276078649
502,1.715169179287773
503,1.4759532165715934
504,1.2948435532985685
505,1.15606488676708
506,1.0485774115218194
507,0.9645679659510699
508,0.8983535369633666
509,0.8458064491636997
510,0.8038398628595613
511,0.77017525817587
512,0.7430477872929048
513,0.721113475113637
514,0.7033275960542726
515,0.6888820985388749
516,0.6771110207667507
517,0.6675318297945052
518,0.6597179023956133
519,0.6533556536437597
520,0.6481757998259742
521,0.6439552335393581
522,0.6405244452786873
523,0.6377500138398666
524,0.6355075931748936
525,0.6336991212044731
526,0.6322670207363017
527,0.6311225889772613
528,0.6302248458463936
529,0.6295342971882886
530,0.6290025736785237
531,0.6286139738293892
532,0.6283445521703065
533,0.6281704224545684
534,0.6280673594574445
535,0.6280277879720618
536,0.6280433900126329
537,0.6281066078278277
538,0.6282011972082685
539,0.628327921189206
540,0.29134180490377226
541,0.14094144591126337
542,0.9234697964766889
543,6.1997382693677805
544,16.413975432938756
545,23.714035356086953
546,31.898585489361103
547,55.47930252105912
548,84.16973387345476
549,97.7875928207247
550,135.21293447097557
551,129.78140844529463
552,123.48596129220684
553,114.1520254264878
554,105.26768891486094
555,86.01990163495786
556,35.16254408926743
557,20.849473366669567
558,23.733881397761234
559,15.430797019961371
560,53.00677030881815
561,16.081840151627127
562,23.972949755936167
563,26.327142089127076
564,0.16632364926800808
565,78.20827796777465
566,41.63405264222154
567,90.84717279370838
568,123.0782310453183
569,61.83440319879155
570,21.895480612304702
571,14.585946019210635
572,1.0036176257372633
573,2.2868617138096075
574,19.035571574252547
575,43.06375347419444
576,32.803202597261645
577,6.322019560840584
578,5.8622372429986225
579,2.910348249544983
580,0.1105557388309719
581,138.57901044825755
582,21.807905704224012
583,15.598300571211162
584,115.60853400571256
585,91.53755508177304
586,22.055501589589557
587,6.88257044843538
588,2.318622425099667
589,0.30778405717465196
590,0.029354528371153744
591,1.7551634546753776
592,4.902882882874221
593,7.7889141670197315
594,4.730832385628273
595,3.3401211683369523
596,2.6572216009983203
597,2.1809355135122312
598,1.8315632916041025
599,1.5712187124047452
600,1.3745291196489633
601,1.2240946762063534
602,1.107758817524554
603,1.0169661889082287
604,0.9454851473240606
605,0.8887977164556887
606,0.8435917325927782
607,0.8073295357153596
608,0.7781251063421561
609,0.7545244684578944
610,0.7353902695242158
611,0.7198416601038875
612,0.7071901229572913
613,0.6968872604802272
614,0.6884847391863264
615,0.681635037991482
616,0.6802382848749984
617,0.6737606597934945
618,0.6699970365191081
619,0.6669050011394287
620,0.6643991140337171
621,0.6623860633666149
622,0.6607748592034166
623,0.6594900797221227
624,0.6584746701404495
625,0.6576951399140022
626,0.6570942575199287
627,0.6566474276159106
628,0.6563143173201442
629,0.6561029511717428
630,0.6559723324893876
631,0.6559066036422999
632,0.6559138647028466
633,0.6559535657819618
634,0.6560419310068074
635,0.6561539442005618
636,0.3323766447599149
637,0.17102460440822093
638,0.7611283816552442
639,5.290880214524707
640,16.892646367207444
641,22.299690356934278
642,34.20265345139462
643,58.45724323624332
644,88.87502668963744
645,70.60004530957292
646,0.45836418045430105
647,3.124617846847188
648,11.473845450457228
649,3.730602982484123
650,6.090853523550877
651,7.307321651663666
652,12.272076093568407
653,8.446329432619379
654,4.293936967174326
655,3.169173162458973
656,2.3340039708766054
657,2.1229217818355637
658,2.730197741614236
659,2.576529992040197
660,1.8300144341671447
661,1.1213703689718577
662,1.7705770200504862
663,2.7119143838857935
664,2.4760955281131607
665,3.807616226171351
666,0.9740453623503544
667,5.6505582716069735
668,1.8963390650391907
669,14.094949257468189
670,97.05757552277083
671,159.59833909804976
672,41.374221869678664
673,0.7686366984093881
674,6.342114573740453
675,26.907344964615977
676,9.967281810016503
677,3.3166119227447752
678,0.46246938976272395
679,9.104745913938892
680,108.97574656576549
681,125.66922015517845
682,30.348190197470466
683,10.090515156117993
684,3.727332734826608
685,0.3264888876997928
686,0.0007335885404928707
687,1.1183401826374564
688,4.351491585590737
689,6.547665453137521
690,4.986414837890159
691,3.60919105805648
692,2.75376914906956
693,2.259591868396281
694,1.8992369428430314
695,1.6305601493626567
696,1.427535855641526
697,1.2721945458289656
698,1.1520369694082548
699,1.0582066107436512
700,0.9843337151838542
701,0.925736361043804
702,0.878970964131203
703,0.8414728475554704
704,0.8112571330273382
705,0.7868287082062477
706,0.7670258026688014
707,0.75092824601084
708,0.7378260815090829
709,0.7271485821985442
710,0.7184468614154782
711,0.711348654386148
712,0.705562807288383
713,0.700846876572463
714,0.6970147427195401
715,0.6939094984450954
716,0.6913933761107061
717,0.6893631637170826
718,0.6877427864016498
719,0.6864553461177624
720,0.6854426675598438
721,0.6846457498815953
722,0.6840480481339255
723,0.683599231287122
724,0.6832747151194537
725,0.683057029946283
726,0.6829225223312989
727,0.6828703796331211
728,0.682876161678254
729,0.6829233188218113
730,0.683011461269711
731,0.6831331087537618
732,0.30774685081559155
733,0.19826942662928213
734,0.9240540560598397
735,6.71745711011834
736,17.411979515296128
737,25.374958307417447
738,35.55768061503919
739,59.45380011122923
740,89.63108005043605
741,94.78311201268731
742,1.4449202221692936
743,3.2398909234546474
744,9.583699981395531
745,7.281035080811039
746,12.408880697098258
747,13.268219948813408
748,11.199089240592484
749,8.069489669050629
750,7.295369711811084
751,4.475858719854348
752,1.4330043413451605e-06
753,0.06467710158345796
754,5.185509355449326
755,6.2808657198429865
756,147.3225025030706
757,1.274010608459025
758,83.95438160324719
759,12.798044869899375
760,250.91454678189228
761,9.280384271920557
762,5.302918759211767
763,26.707805716014068
764,72.82746427503965
765,5.087919208248365
766,22.552968195006628
767,5.145940418545648
768,24.294711336840543
769,10.639443428116113
770,8.508203314420212
771,10.786430491983607
772,5.0282033389715455
773,1.0788702737984581
774,0.6924486516392198
775,7.735819256204128
776,38.57972347758493
777,148.30937662381578
778,52.46869999237578
779,18.723631255931583
780,5.708828120556741
781,1.527440794975145
782,0.08055163057650877
783,0.7665422798715593
784,4.807444328630024
785,5.866408917202412
786,4.356313165504124
787,3.177100432184968
788,2.5165482204624396
789,2.089730457582119
790,1.7817459992823197
791,1.5498927591725453
792,1.373239671276396
793,1.237096288849965
794,1.1311096366009272
795,1.0478944704377382
796,0.9820410355674183
797,0.9295830025864086
798,0.8875799286331126
799,0.8537873859569645
800,0.8264878028154603
801,0.8043705257793572
802,0.7864074735455213
803,0.7717984451813789
804,0.7598876394233107
805,0.7501738706767869
806,0.7422529469347714
807,0.7357894165878341
808,0.7305249989619262
809,0.7262422355822155
810,0.7227542404081545
811,0.7199368062371668
812,0.7176499117234952
813,0.715832145734692
814,0.7143717059054359
815,0.7132164409460104
816,0.7123067747851152
817,0.7116088521174936
818,0.7110881836100438
819,0.7107027675164682
820,0.710427173362304
821,0.7102524963256485
822,0.7101622238255799
823,0.7101314262604259
824,0.7101669326949241
825,0.7102450364809526
826,0.7103484633252265
827,0.7104936977838238
828,0.3480986134017876
829,0.10586373004040478
830,0.8311104131083202
831,5.960290263615644
832,16.033725939290374
833,23.270849226059212
834,31.396164374774262
835,54.82731012649944
836,83.3763325370544
837,87.33457631681122
838,1.237190426133401
839,3.7913697781597127
840,9.17162372619123
841,8.871343265607505
842,10.184149252636763
843,12.816332167272735
844,7.881791170372483
845,4.6060413719478115
846,2.3818480688573547
847,1.2374852714650686
848,3.5934346806765967
849,4.046795371018022
850,2.7348015872007965
851,7.738637481322423
852,6.598543596066041
853,5.057699253531582
854,4.316645927633296
855,1.768102310697669
856,5.607226019846691
857,1.6328458927034741
858,4.217418190968766
859,2.763368593959156
860,1.5618359488896003
861,3.7139836521619793
862,3.7650995183250004
863,2.9533739891310886
864,6.549880145357959
865,5.200032767582462
866,7.137105493918474
867,8.161629810707666
868,5.000032770301109
869,0.3933120114785841
870,1.6456970008379128
871,12.189028916954348
872,42.67056289954063
873,143.49417924935304
874,45.0413539331547
875,12.100007136503127
876,5.141106948395763
877,1.3535250738564586
878,0.10115659850409582
879,0.8778250819091631
880,3.6431652577995304
881,6.520595571693455
882,3.9764873556756797
883,2.86794206261605
884,2.3495704636104544
885,1.9836489539601947
886,1.7103470780999657
887,1.5032947047742462
888,1.344556545511141
889,1.2215108169119253
890,1.125248176805016
891,1.0493376623178714
892,0.9890267378890434
893,0.9408542405936617
894,0.902159004199067
895,0.8709479028232294
896,0.8457043065485635
897,0.8252153690474033
898,0.8085530881646057
899,0.7949746294378607
900,0.7839094392595601
901,0.7748841339602682
902,0.7675139775852091
